CONSUMO;DATA;TEMP_MIN_MÉD_MENS;TEMP_MÉD_MIN_MENS;TEMP_MÉD_MÉD_MENS;TEMP_MÉD_MAX_MENS;TEMP_MÉD_ACC_MENS;TEMP_MAX_MÉD_MENS;PRECIPITAÇÃO_MÉD_MENS;TEMP_MIN_MIN_MENS;TEMP_MIN_MAX_MENS;TEMP_MIN_ACC_MENS;TEMP_MAX_MIN_MENS;PRECIPITAÇÃO_MIN_MENS;TEMP_MAX_MAX_MENS;TEMP_MAX_ACC_MENS;PRECIPITAÇÃO_MAX_MENS;PRECIPITAÇÃO_ACC_MENS;DIA_DA_SEMANA_dom;DIA_DA_SEMANA_qua;DIA_DA_SEMANA_qui;DIA_DA_SEMANA_seg;DIA_DA_SEMANA_sex;DIA_DA_SEMANA_sáb;DIA_DA_SEMANA_ter;MÊS_abr;MÊS_ago;MÊS_dez;MÊS_fev;MÊS_jan;MÊS_jul;MÊS_jun;MÊS_mai;MÊS_mar;MÊS_nov;MÊS_out;MÊS_set;ANO_2021;ANO_2022;ANO_2023;ANO_2024;ANO_2015;ANO_2016;ANO_2017;ANO_2018;ANO_2019;ANO_2020;ANO_2014;CAMPUS_ARAPONGAS;CAMPUS_ASSIS CHATEAUBRIAND;CAMPUS_ASTORGA;CAMPUS_BARRACÃO;CAMPUS_CAMPO LARGO;CAMPUS_CAPANEMA;CAMPUS_CASCAVEL;CAMPUS_COLOMBO;CAMPUS_CORONEL VIVIDA;CAMPUS_CURITIBA;CAMPUS_FOZ DO IGUAÇU;CAMPUS_GOIOERÊ;CAMPUS_IRATI;CAMPUS_IVAIPORÃ;CAMPUS_JACAREZINHO;CAMPUS_JAGUARIAÍVA;CAMPUS_LONDRINA - CENTRO;CAMPUS_LONDRINA - NORTE;CAMPUS_PALMAS;CAMPUS_PARANAGUÁ;CAMPUS_PARANAVAÍ;CAMPUS_PINHAIS;CAMPUS_PITANGA;CAMPUS_QUEDAS DO IGUAÇU;CAMPUS_TELÊMACO BORBA;CAMPUS_UMUARAMA;CAMPUS_UNIÃO DA VITÓRIA;CURSOS_TEC_CONCOMITANTE;CURSOS_TEC_INTEGRADO;CURSOS_TEC_SUBSEQUENTE;CURSOS_GRAD_MATUTINO;CURSOS_GRAD_VESPERTINO;CURSOS_GRAD_NOTURNO;CURSOS_POS;FÉRIAS;FERIADO;COVID;GREVE;CAMPUS;REGIÃO;ORDEM;LAG_01;LAG_02;LAG_03;LAG_04;LAG_05;LAG_06;LAG_07;LAG_08;LAG_09;LAG_10;LAG_11;LAG_12
0.6151052657407862;2016-02-29;19.0;22.0;25.0;28.0;734.0;33.0;4.0;19.0;23.0;602.0;33.0;0.0;33.0;865.0;23.0;117.0;4;4;4;5;4;4;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;3;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;1;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215;0.3313539775236787;0.3025469892525887;0.3845512096972077;0.5308435981744123;0.6430779800755754;0.8468861952201011;0.5020366099033223
0.7110467684153703;2016-03-31;12.0;17.0;22.0;28.0;685.0;32.0;3.0;12.0;24.0;542.0;32.0;0.0;32.0;827.0;37.0;89.0;4;5;5;4;4;4;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;1;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;2;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215;0.3313539775236787;0.3025469892525887;0.3845512096972077;0.5308435981744123;0.6430779800755754;0.8468861952201011
0.6333611424645433;2016-04-30;4.0;9.0;23.0;28.0;702.0;33.0;2.0;4.0;23.0;542.0;33.0;0.0;33.0;862.0;49.0;69.0;4;4;4;4;5;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;0;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;3;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215;0.3313539775236787;0.3025469892525887;0.3845512096972077;0.5308435981744123;0.6430779800755754
0.4062914069784561;2016-05-31;4.0;11.0;16.0;22.0;490.0;27.0;9.0;4.0;16.0;368.0;27.0;0.0;27.0;612.0;99.0;292.0;5;4;4;5;4;4;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;1;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;4;0.6333611424645433;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215;0.3313539775236787;0.3025469892525887;0.3845512096972077;0.5308435981744123
0.362467487853953;2016-06-30;-1.0;7.0;14.0;20.0;408.0;27.0;3.0;-1.0;14.0;252.0;27.0;0.0;27.0;563.0;49.0;98.0;4;5;5;4;4;4;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;0;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;5;0.4062914069784561;0.6333611424645433;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215;0.3313539775236787;0.3025469892525887;0.3845512096972077
0.3723806252147029;2016-07-31;2.0;6.0;17.0;23.0;514.0;30.0;2.0;2.0;18.0;324.0;30.0;0.0;30.0;704.0;23.0;70.0;5;4;4;4;5;5;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;14;0;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;6;0.362467487853953;0.4062914069784561;0.6333611424645433;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215;0.3313539775236787;0.3025469892525887
0.4079599548510576;2016-08-31;3.0;10.0;18.0;25.0;555.0;32.0;15.0;3.0;18.0;386.0;32.0;0.0;32.0;723.0;82.0;459.0;4;5;4;5;4;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;0;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;7;0.3723806252147029;0.362467487853953;0.4062914069784561;0.6333611424645433;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215;0.3313539775236787
0.4534524218481622;2016-09-30;3.0;10.0;18.0;24.0;536.0;32.0;2.0;3.0;18.0;325.0;32.0;0.0;32.0;747.0;25.0;55.0;4;4;5;4;5;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;0;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;8;0.4079599548510576;0.3723806252147029;0.362467487853953;0.4062914069784561;0.6333611424645433;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677;0.3869068066938215
0.5663247779359081;2016-10-31;7.0;14.0;21.0;29.0;652.0;34.0;11.0;7.0;23.0;480.0;34.0;0.0;34.0;824.0;85.0;352.0;5;4;4;5;4;5;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;0;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;9;0.4534524218481622;0.4079599548510576;0.3723806252147029;0.362467487853953;0.4062914069784561;0.6333611424645433;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769;0.5537615939539677
0.5941993423958384;2016-11-30;8.0;16.0;22.0;26.0;657.0;33.0;3.0;8.0;22.0;477.0;33.0;0.0;33.0;837.0;42.0;94.0;4;5;4;4;4;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0;2.0;1.0;0;0;0;0;ASSIS CHATEAUBRIAND;REGIÃO OESTE;10;0.5663247779359081;0.4534524218481622;0.4079599548510576;0.3723806252147029;0.362467487853953;0.4062914069784561;0.6333611424645433;0.7110467684153703;0.6151052657407862;0.42420375914020714;0.5805074348530206;0.5709378220542769
